,adamdunkels,nifi,gpz,bg-,oliverschmidt,fros4943,barner,ksb,joxe,nvt-se,matsutsuka,zhitao,thiemovoigt,julienabeille,c_oflynn,mdurvy,blakelev,dak664,Mariano Alvira,zdshelby,kasunch,anthony-a,maralvira,Jim Paris,salvopitru,doganyazar,enricmcalvo,Nicolas Tsiftes,nvt,Adam Dunkels,Niclas,Joakim Eriksson,Fredrik Osterlind,Enric M. Calvo,Lionel Debroux,Niclas Finne,David Kopf,joakime,unknown,Salvatore Pitrulli,Oliver Schmidt,dogan yazar,Zhitao He,HATATANI Shinta,Vincent Brillault,Simon Berg,maniacbug,Niko Pollner,simonduq,Matthias Kovatsch,Maxim Osipov,Ivan Delamer,Nicholas J Humfrey,Ilya Dmitrichenko,George Oikonomou,Vasilis Michopoulos,U-tiLaptop\merliin,Laurent Deru,Antonio Lignan,Philippe RÃ©tornaz,RÃ©my LÃ©one,Alexandre Boeglin,Alex Crawford,Giovanni `evilaliv3` Pellerano,Jelmer Tiete,Robert Quattlebaum,SÃ©bastien Dawans,rgrr,hardy,Moritz 'Morty' StrÃ¼be,RongHQ,Maxim Salov,FranÃ§ois Revol,Karl Palsson,lebrush,Giovanni evilaliv3 Pellerano,Dragos Bogdan,Peter A. Bigot,Simon Duquennoy,stefano pascali,ismb-pert,Daniele Alessandrelli,Jens Dede,Werner Almesberger,Ari Suutari,Gianfranco Costamagna,Brad Campbell,Zhen-Huan Hwang,Enrico Joerns,Christian Taedcke,BenoÃ®t ThÃ©baudeau,Yvonne-Anne Pignolet,Maria Laura Stefanizzi,Ian Martin,Csaba Kiraly,Martin Heusse,Daniel Willmann,Wolf-Bastian Poettner,Luiz Eduardo,Atis Elsts,Claes Jakobsson,Lars Schmertmann,LudovicW,Roy Scheefhals,Timofei Istomin,SÃ©bastien De Fauw,kkrentz,Pablo Corbalan,Joakim Gebart,Oskar Nordquist,marcas756,Josef Lusticky,VÃ­ctor AriÃ±o,Luis Alves,Roger S,skaterdude,Thomas Weber,Michael Karlsson,PapEr,PAtO!,kshpylon,Jonas Olsson,Mikhail Gaivoronskii,Ioannis Glaropoulos,Ulf Knoblich,rajithr,Matthieu Baerts,Michael Richardson,Justin King-Lacroix,tpetry,Billy Kozak,Amit Geron,Arthur Fabre,Joe Andrieu,Marco Grella,Pablo CorbalÃ¡n,Fabien Castanier,sumanpanchal,suman_panchal,Valentin Sawadski,Anmol Sarma,Mattias Buelens,Cristiano De Alti,Vladimir Pouzanov,Florian von Zabiensky,Konrad Krentz,AntiCat,GaÃ«tan Harter,Tommy Sparber,Marcus Linderoth,Jesus Sanchez-Palencia,Andre Guedes,Michael LeMay,Ricardo de Almeida Gonzaga,Jeff Kent,Theo van Daele,zq301,Toni Lozano,Wojciech Bober,Robert Olsson,Joakim NohlgÃ¥rd,thomas-ha,Yasuyuki Tanaka,Carlo Vallati,Marko Gucanin,IvÃ¡n Briano,Hardy,Phil Rhinehart,Pere Tuset,Bernhard Hackl,Frank Freihube,Thomas,Nicholas Humfrey,Kitty(chun hua) Jiang,Mark Solters,Marco Casaroli,xukai,jcook,Sumankumar Panchal,Tiago Koji Castro Shibata,cedric-d,Andreas Urke,Afonso Oliveira,Mohamed Seliem,GitHub,Mohamed seliem,Yannic SchrÃ¶der,Garret Kelly,g.oikonomou@bristol.ac.uk,aho,Luca Pernini,MakA,Thanos Tsakiris,andrewbrannan,root,Thomas Blank,Wojciech Nizinski,Peter,Peter SjÃ¶din,alexstanoev,Alexandru-Ioan Pop,chenek,Peter Sjodin
,adamdunkels,nifi,gpz,bg-,oliverschmidt,fros4943,barner,ksb,joxe,nvt-se,matsutsuka,zhitao,thiemovoigt,julienabeille,c_oflynn,mdurvy,blakelev,dak664,mar@devl.org,zdshelby,kasunch,anthony-a,maralvira,jim@jtan.com,salvopitru,doganyazar,enricmcalvo,nvt@sics.se,nvt@conjecture.ad.sics.se,adam@sics.se,nfi@bredband.net,joakime@sics.se,fros@sics.se,enricmacalvo@users.sourceforge.net,lionel_debroux@yahoo.fr,nfi@sics.se,dak664@embarqmail.com,joakime@nes-ipv6.sics.se,Salvo@.(none),salvopitru@users.sourceforge.net,oliverschmidt@users.sourceforge.net,dogan@dogan-laptop.(none),zhitao@sics.se,gamaguchi@gmail.com,vincent.brillault@imag.fr,ksb@fluffware.se,maniacbug@ymail.com,niko.pollner@cs.fau.de,simonduq@sics.se,kovatsch@inf.ethz.ch,maxim.osipov@gmail.com,delamer@inicotech.com,njh@aelius.com,ilya.dmitrichenko@pachube.com,g.oikonomou@bristol.ac.uk,v.michopoulos@lboro.ac.uk,merliin@tiLaptop.(none),laurent.deru@cetic.be,alinan@zolertia.com,philippe.retornaz@epfl.ch,remy.leone@gmail.com,alexandre.boeglin@inria.fr,adrofwarc@gmail.com,giovanni.pellerano@evilaliv3.org,jelmer@tiete.be,darco@deepdarc.com,sebastien.dawans@cetic.be,ntbox@mardys.de,hardy@ntbox.fritz.box,morty@gmx.net,ronghq@live.com,max.salov@gmail.com,revol@free.fr,karlp@tweak.net.au,victor.arino@tado.com,giovanni.pellerano@evilaliv3.org,Dragos.Bogdan@Analog.com,pab@pabigot.com,simonduq@sics.se,stefano@lnxlcc5.lcc.st.com,pastrone@ismb.it,d.alessandrelli@sssup.it,jd@comnets.uni-bremen.de,werner@almesberger.net,ari@stonepile.fi,costamagnagianfranco@yahoo.it,bradjc5@gmail.com,praise.digital@gmail.com,e.joerns@tu-bs.de,hacking@taedcke.com,benoit.thebaudeau@advansee.com,yvonneanne.pignolet@gmail.com,laura28582@gmail.com,martini@redwirellc.com,kiraly@disi.unitn.it,martin.heusse@imag.fr,daniel@totalueberwachung.de,poettner@ibr.cs.tu-bs.de,lecneri@gmail.com,atis.elsts@gmail.com,claes@surfar.nu,lars@tzi.de,ludovic.wiart@noolitic.biz,Royscheefhals@hotmail.com,tim.ist@gmail.com,sdefauw@Laptop-Seb.local,konrad.krentz@googlemail.com,paul.corbalan@gmail.com,joakim.gebart@eistec.se,oskar.nordquist@crlsweden.com,marcas756@gmail.com,josef@lusticky.cz,victor.arino@tado.com,ljalvs@gmail.com,surferdude999@weblostandfound.com,surferdude999@weblostandfound.com,thomas.weber@elektrotauchner.at,e1.20guru@gmail.com,zw.paper@gmail.com,patricioa183@hotmail.com,kimsanghyeon7@gmail.com,j.olsson@ti.com,h_rzr@bk.ru,ioannisg@kth.se,ulf.knoblich@weptech.de,r.rajith@gmail.com,matttbe@gmail.com,mcr@sandelman.ca,justin.king-lacroix@cs.ox.ac.uk,tobias_petry@hotmail.com,bkozak@scanimetrics.com,amit.geron@xorcom.com,arthur@arthurfabre.com,joe@andrieu.net,marco.grella@st.com,paul.corbalan@gmail.com,fabien.castanier@st.com,suman.panchal@gmail.com,suman@ece.iisc.ernet.in,valentin@tado.com,me@anmolsarma.in,mattias@buelens.com,cristiano_dealti@hotmail.com,farcaller@google.com,florian.von.zabiensky@mni.thm.de,konrad.krentz@gmail.com,github@anticat.ch,gaetan.harter@inria.fr,tommy@sparber.net,marcus@thingsquare.com,jesus.sanchez-palencia@intel.com,andre.guedes@intel.com,michael.lemay@intel.com,ricardo.gonzaga@intel.com,jeff@jkent.net,theo.van.daele@nxp.com,zhaoqian301@gmail.com,tlozano@zolertia.com,wojciech.bober@nordicsemi.no,robert@herjulf.se,joakim.nohlgard@eistec.se,thomas-ha@users.noreply.github.com,yasuyuki.tanaka@inf.ethz.ch,carlo.vallati@iet.unipi.it,marko.gucanin@soom-it.ch,ivan.briano@intel.com,ntbox@mardys.de,phil@jaloo.us,peretuset@gmail.com,bernhard@fittrack.io,frank.freihube@rmcan.com,Thomas@aprikado.fritz.box,njh@aelius.com,Kitty_Jiang@sigmadesigns.com,msolters@driblet.io,marco.casaroli@gmail.com,xukai@wsncm.com,zengjie.cj@live.cn,suman@ece.iisc.ernet.in,tiago.shibata@gmail.com,cedric-d@users.noreply.github.com,arurke@gmail.com,afonso.oliveira@ist.utl.pt,mseliem11@gmail.com,noreply@github.com,mseliem11@gmail.com,schroeder@ibr.cs.tu-bs.de,gdk@google.com,george@contiki-os.org,alexey.hod@gmail.com,pernin@hotmail.it,makrog@ics.forth.gr,t.than.ud@gmail.com,andrew@converge.io,jmbst22@gmail.com,thomas.blank@weptech.de,niziak@spox.org,peter@sjodin.net,psj@kth.se,alex@ivkoni.com,aip.messages@yahoo.co.uk,chenek.tw@gmail.com,psj@kth.se
core/net,33.92255892255893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3367003367003367,0.3367003367003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.804713804713806,0.0,0.25252525252525254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25252525252525254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67003367003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core/net/dhcpc.c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core/net/tcpip.c,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core/dev,23.333333333333336,6.666666666666667,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core/dev/cc2420.c,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core/net/hc.c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core/net/resolv.c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core/net/uaodv.c,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core/net/uip-fw.c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
